review,rating,date,bank,source,clean_review
20 years,5,2025-06-08,CBE,Google Play,year
A great app. It's like carrying a bank in your pocket.,4,2025-06-07,CBE,Google Play,great app like carrying bank pocket
More than garrantty bank EBC.,4,2025-06-07,CBE,Google Play,garrantty bank ebc
really am happy to this app it is Siple to use everything,5,2025-06-07,CBE,Google Play,really happy app siple use everything
I liked this app. But the User interface is very basic and not attractive at all.,2,2025-06-07,CBE,Google Play,liked app user interface basic attractive
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,CBE,Google Play,dont atm support accounttoaccount transfer like country kenya nigeria south africa
what is this app problem???,1,2025-06-05,CBE,Google Play,app problem
the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play,app proactive good connection
I cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,Google Play,cannot send cbebirr app app
good,4,2025-06-05,CBE,Google Play,good
not functional,1,2025-06-05,CBE,Google Play,functional
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,Google Play,everytime uninstall app reach physically oldy thats one security layer theyd check fraud attempt via app source directlysource app store play store etc implicitly 2025 physical presence every app install traditionaltraditionally rare
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,Google Play,አካውንት የምናስገባበት ጽፈን ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር አዲስ አካውንቶች ብለዉ የሚጀምሩ በዝተዋል አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል
best,5,2025-06-04,CBE,Google Play,best
bezabih,5,2025-06-04,CBE,Google Play,bezabih
Best Mobile Banking app ever,5,2025-06-04,CBE,Google Play,best mobile banking app ever
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play,good app issue like doesnt give right amount bank issue transferring
Good,5,2025-06-04,CBE,Google Play,good
👌👍,5,2025-06-04,CBE,Google Play,
very niec,5,2025-06-04,CBE,Google Play,niec
best app of finance,5,2025-06-04,CBE,Google Play,best app finance
yetemeta,1,2025-06-03,CBE,Google Play,yetemeta
Engida Kebede Fetera,5,2025-06-03,CBE,Google Play,engida kebede fetera
it is not safety,1,2025-06-03,CBE,Google Play,safety
NICE bank,5,2025-06-03,CBE,Google Play,nice bank
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,CBE,Google Play,like childish app make better worst ever seen
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,Google Play,problem solver application ahead cbe love much
It's good but try to make it facilitate for your client,4,2025-06-02,CBE,Google Play,good try make facilitate client
best app,5,2025-06-01,CBE,Google Play,best app
Awesome bank,5,2025-06-01,CBE,Google Play,awesome bank
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play,app developed good way comment need make preventing screenshot likely good someone like coz need make screenshot quicker evidence 2it would good make access recent transaction history day coz dont bank person see old transaction add colander category user easily access old transaction colander
Masha alla,5,2025-05-31,CBE,Google Play,masha alla
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,CBE,Google Play,recently big problem sending safaricom telebir even cbebirr wallet could anybody responsible fix frustrating day money hasnt returned take account doesnt send mpesa update corrected sent back money still afraid send
better service,5,2025-05-31,CBE,Google Play,better service
"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play,good app time manager
malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,Google Play,malkaamuu jiidhaa namoo
lower system everything,3,2025-05-30,CBE,Google Play,lower system everything
Nice!,5,2025-05-30,CBE,Google Play,nice
Keep it up My CBE,5,2025-05-29,CBE,Google Play,keep cbe
yes good,5,2025-05-28,CBE,Google Play,yes good
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,Google Play,using app last two year problem stopped working month ago tried transfer fund give error cant transaction inactive account
i like everything of this app,5,2025-05-27,CBE,Google Play,like everything app
🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,Google Play,network
Best,5,2025-05-26,CBE,Google Play,best
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,Google Play,cbe best financial application dimple use would like say thank much developer application really appreciate app
nice,5,2025-05-26,CBE,Google Play,nice
good job,5,2025-05-26,CBE,Google Play,good job
it's awesome!!,5,2025-05-25,CBE,Google Play,awesome
thankyou every one,5,2025-05-25,CBE,Google Play,thankyou every one
Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play,ronaldo
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play,app absolutely fantastic love enjoying let support foundation together
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play,cbe app highly unreliable recent week frequently fails work properly ethio telecom safaricom network whether using wifi mobile data week system entirely extended period making difficult access banking service app function intermittently lack consistency frustrating hope issue addressed soon nontechnical influence removed essential service
mortuary app,5,2025-05-25,CBE,Google Play,mortuary app
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play,smart app stoped period time device reason
amazing app I am used this app for one year,4,2025-05-24,CBE,Google Play,amazing app used app one year
👍,5,2025-05-24,CBE,Google Play,
good app,5,2025-05-24,CBE,Google Play,good app
i love it 😍😘,5,2025-05-24,CBE,Google Play,love
It makes life easy!👌,5,2025-05-24,CBE,Google Play,make life easy
its not fast,1,2025-05-24,CBE,Google Play,fast
wow,4,2025-05-24,CBE,Google Play,wow
it is sooo good,5,2025-05-24,CBE,Google Play,sooo good
excellent,5,2025-05-24,CBE,Google Play,excellent
ok,1,2025-05-24,CBE,Google Play,
Fantastic,5,2025-05-23,CBE,Google Play,fantastic
accessible to using,5,2025-05-23,CBE,Google Play,accessible using
I like it,4,2025-05-23,CBE,Google Play,like
why you change default network?,5,2025-05-23,CBE,Google Play,change default network
very nice 👍,5,2025-05-23,CBE,Google Play,nice
nice fast app,5,2025-05-23,CBE,Google Play,nice fast app
how to I get my money,5,2025-05-23,CBE,Google Play,get money
"Very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,Google Play,bad cant even load need improve service
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,Google Play,good app please make reliable crash sometimes
very busy I don't know why... I prefer 889,3,2025-05-22,CBE,Google Play,busy dont know prefer 889
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play,sometimes nasty lag several hour fix rest
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,CBE,Google Play,boring mobil banking application ethiopiaplease use alternative private bank mobile banking apps
hojii bonsaadha,5,2025-05-22,CBE,Google Play,hojii bonsaadha
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play,userfriendly appsbecause app easy
Awosome!!!,5,2025-05-22,CBE,Google Play,awosome
"Very good app,",5,2025-05-22,CBE,Google Play,good app
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,CBE,Google Play,sync problem may 2025 date stack may 2025 help pls
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play,መተግበሪያ በጣም app nice
I hate this app 😒,1,2025-05-22,CBE,Google Play,hate app
trustful,5,2025-05-22,CBE,Google Play,trustful
I like,5,2025-05-22,CBE,Google Play,like
update issue,4,2025-05-22,CBE,Google Play,update issue
its not working over safari network,1,2025-05-22,CBE,Google Play,working safari network
oldie,1,2025-05-22,CBE,Google Play,oldie
it doesn't work,1,2025-05-21,CBE,Google Play,doesnt work
"This app is good, and we are using it well",1,2025-05-21,CBE,Google Play,app good using well
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play,nice app android phone
Yes Yes,5,2025-05-21,CBE,Google Play,yes yes
በጣም ከርፋፋ,1,2025-05-21,CBE,Google Play,በጣም ከርፋፋ
easy to use helpful in my life,5,2025-05-21,CBE,Google Play,easy use helpful life
good 👍,4,2025-05-21,CBE,Google Play,good
the best mobile banking app,5,2025-05-21,CBE,Google Play,best mobile banking app
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,CBE,Google Play,app useful appit save timeand secure
it's a good application 👍,5,2025-05-21,CBE,Google Play,good application
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,CBE,Google Play,screenshot reffresh option annoying make transaction delaying activity
poor service,1,2025-05-21,CBE,Google Play,poor service
amazing,5,2025-05-20,CBE,Google Play,amazing
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play,reliable easy use
the most annoying mobile banking app I've ever seen,1,2025-05-20,CBE,Google Play,annoying mobile banking app ive ever seen
Cbe mobile banking,5,2025-05-20,CBE,Google Play,cbe mobile banking
"i can't make Screenshout in this app, please made modification",5,2025-05-20,CBE,Google Play,cant make screenshout app please made modification
Best app I loved it,5,2025-05-19,CBE,Google Play,best app loved
nice app,5,2025-05-19,CBE,Google Play,nice app
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play,amazing applicatiom sometimes doesnt work
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play,well satisfied beautiful app
very good,4,2025-05-17,CBE,Google Play,good
best app.,5,2025-05-17,CBE,Google Play,best app
"not working,why???",5,2025-05-17,CBE,Google Play,workingwhy
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,CBE,Google Play,great impact developer option turnoff fix
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,CBE,Google Play,always disappointing especially io one similar local application extremely superior application really disappointing
woxe harimo ribiso,5,2025-05-17,CBE,Google Play,woxe harimo ribiso
"Good ,easy to use",5,2025-05-16,CBE,Google Play,good easy use
Good app,5,2025-05-15,CBE,Google Play,good app
Good job👍,5,2025-05-14,CBE,Google Play,good job
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,CBE,Google Play,please kindly ask update app allow screenshot convenient efficient long add security access reason block screenshooting screen
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,CBE,Google Play,using cbe mobile banking app overall appreciate feuteres however ive notticed turn developer option divice appstop functioning prorerly itwould great could look issue often need access developer setting otter application thankyou attention matter
customer service is bad nothing is good about this bank,1,2025-05-13,CBE,Google Play,customer service bad nothing good bank
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play,amazing mobile banking appbut screenshot receipt doesnt work
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play,fast simple easy use
The fastest transferring app I ever had its so reliable,5,2025-05-11,CBE,Google Play,fastest transferring app ever reliable
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play,fund transferred bank reflect account even though confirmation text message received
it's easy and fast,5,2025-05-10,CBE,Google Play,easy fast
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,CBE,Google Play,app dont self activation look near cbe branch thats disgusting
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play,hello dearest cbe office personnel make benefit using interest free account thanks help
wow best application ever,5,2025-05-09,CBE,Google Play,wow best application ever
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,CBE,Google Play,sorry developer mode application hack sure developer stupid doesnt make sense
the pride of Ethiopian bank 🏦,5,2025-05-08,CBE,Google Play,pride ethiopian bank
why the app telling me to turn of developer options please fix it.,1,2025-05-07,CBE,Google Play,app telling turn developer option please fix
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play,happy small prob transfer cant put transfer cashe bil dic
amazing apps,5,2025-05-06,CBE,Google Play,amazing apps
All service of Mobile Banking,5,2025-05-06,CBE,Google Play,service mobile banking
needs improvement,1,2025-05-06,CBE,Google Play,need improvement
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,CBE,Google Play,miss old one couldnt send mony bank
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,CBE,Google Play,app recently crushing time open try make transfersit used good take lesson dashen super app ethiotelecom befitting experience glory inv3st making friendly convenient considering leaving cbe good
good but these week not oky,4,2025-05-06,CBE,Google Play,good week oky
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play,well designed fixing bug two step verification biometric simply great
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play,developer reading please fix screenshot functionality least download button work flawlessly without touching twenty time
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play,great jobbut one thing hasnt placed transfer bank face like mobile charge card place
CBE mobilr bankg,5,2025-05-05,CBE,Google Play,cbe mobilr bankg
verygood,3,2025-05-05,CBE,Google Play,verygood
ممتاز جدا,5,2025-05-04,CBE,Google Play,ممتاز جدا
it's very low quality application,1,2025-05-04,CBE,Google Play,low quality application
Very Amazing Apps,5,2025-05-04,CBE,Google Play,amazing apps
አዛ,1,2025-05-04,CBE,Google Play,
wow simple life,5,2025-05-04,CBE,Google Play,wow simple life
it's nice,5,2025-05-03,CBE,Google Play,nice
Why stacked sometimes,5,2025-05-03,CBE,Google Play,stacked sometimes
okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play,okay sometimes busy
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play,worst commercial company fails even normal thing
Very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play,good app disappointed general cessation system
Good and fast,5,2025-05-02,CBE,Google Play,good fast
Unreliable!,1,2025-05-02,CBE,Google Play,unreliable
Best the best fast,5,2025-05-02,CBE,Google Play,best best fast
happy,5,2025-05-02,CBE,Google Play,happy
fast and reliable,5,2025-05-02,CBE,Google Play,fast reliable
network errorrrrrr,2,2025-05-02,CBE,Google Play,network errorrrrrr
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play,best app problem cant send money telebirr mpesa add could use full
its good and simple to use,5,2025-05-02,CBE,Google Play,good simple use
worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play,worest app like bank security network access
it's the best app i,5,2025-05-02,CBE,Google Play,best app
not bad not good,1,2025-05-02,CBE,Google Play,bad good
its very nice,5,2025-05-02,CBE,Google Play,nice
do not work this week,3,2025-04-30,CBE,Google Play,work week
It crashes frequently,4,2025-04-30,CBE,Google Play,crash frequently
the best,5,2025-04-28,CBE,Google Play,best
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,CBE,Google Play,simply describe app making work easier
goid,5,2025-04-28,CBE,Google Play,goid
best appearance,5,2025-04-27,CBE,Google Play,best appearance
it's very good 👍 app,5,2025-04-27,CBE,Google Play,good app
I need support you,5,2025-04-27,CBE,Google Play,need support
the worst Mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play,worst mobile banking ever seen life
super,5,2025-04-26,CBE,Google Play,super
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play,ጠጀጨገጀጀገ
i like the app,5,2025-04-26,CBE,Google Play,like app
the Best,1,2025-04-26,CBE,Google Play,best
to other bank is bad,1,2025-04-25,CBE,Google Play,bank bad
tank's,5,2025-04-25,CBE,Google Play,tank
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play,good add feature like bank statement showing
it is so nice,5,2025-04-24,CBE,Google Play,nice
Very Good👍,5,2025-04-21,CBE,Google Play,good
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play,first frequent experience cbe app criticaltime failure suspending payment air day zero explanation deducting sender account without depositing receiver act another fatal error banking company whole app though forcedbanking corporation without consent employersusers corresponding corporation
"wow, amazing app",5,2025-04-21,CBE,Google Play,wow amazing app
use ful,5,2025-04-21,CBE,Google Play,use ful
Great app,5,2025-04-21,CBE,Google Play,great app
well app,5,2025-04-20,CBE,Google Play,well app
Actually it is inactive,4,2025-04-19,CBE,Google Play,actually inactive
"slow, only one account is used",2,2025-04-19,CBE,Google Play,slow one account used
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play,always cbe leading commercial bank
i like it,5,2025-04-18,CBE,Google Play,like
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play,removing screenshot feature
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play,nice apps network good connection
Thank you!!!,5,2025-04-18,CBE,Google Play,thank
i can't take screenshot,1,2025-04-18,CBE,Google Play,cant take screenshot
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,every update made system better better march 19th 2025 update allowing screenshot guy didnt understand much really quick significant thing add extra step make process draw back
perfectly special,5,2025-04-18,CBE,Google Play,perfectly special
Fast and Reliable,5,2025-04-18,CBE,Google Play,fast reliable
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play,best application ever seen ethiopia banking industry
great app!!!,5,2025-04-17,CBE,Google Play,great app
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,sometimes doesnt working load much
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,absolutely best app work flawlessly anytime anywhere
very nice app ever!!!,5,2025-04-16,CBE,Google Play,nice app ever
the best app,5,2025-04-16,CBE,Google Play,best app
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,biometric security mobile banking available
great,5,2025-04-15,CBE,Google Play,great
Nice service,5,2025-04-15,CBE,Google Play,nice service
great app,5,2025-04-15,CBE,Google Play,great app
it's special apps,5,2025-04-15,CBE,Google Play,special apps
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,updated version app take time download receipt
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,ለምንድነው ትራንዛክሽን ትንሽ የሚያሳየው
Good 🔥,5,2025-04-14,CBE,Google Play,good
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,interesting app using every day fantastic
lebaa bank,5,2025-04-14,CBE,Google Play,lebaa bank
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,cant scanrecognize bank interoperable code
OK,5,2025-04-13,CBE,Google Play,
grateful app,5,2025-04-13,CBE,Google Play,grateful app
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,100
everthing wellbeok,3,2025-04-13,CBE,Google Play,everthing wellbeok
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,mobile banking app fast userfriendly issue encountered cant access bank statement within app kindly request feature added similar offered private bank mobile banking apps
nice app 👌,5,2025-04-12,CBE,Google Play,nice app
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,app screenshot
it so good app,5,2025-04-12,CBE,Google Play,good app
جميل,5,2025-04-11,CBE,Google Play,جميل
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,less network specially make fee utility purpose
simply for used,4,2025-04-11,CBE,Google Play,simply used
wow keep up,5,2025-04-10,CBE,Google Play,wow keep
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,great app updating cant take screen shot please try fix
good one,5,2025-04-10,CBE,Google Play,good one
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,everything easy thank cebe
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,ፈጣን ቀልጣፋ
ጎበዝ,5,2025-04-09,CBE,Google Play,ጎበዝ
but this app says can't sync,5,2025-04-09,CBE,Google Play,app say cant sync
waw,5,2025-04-09,CBE,Google Play,waw
to slow,3,2025-04-09,CBE,Google Play,slow
work on screen shot system,4,2025-04-08,CBE,Google Play,work screen shot system
very very nice aplication,1,2025-04-08,CBE,Google Play,nice aplication
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,wonder full easy use
easy and reliable,2,2025-04-08,CBE,Google Play,easy reliable
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,useful app
perfect app,5,2025-04-07,CBE,Google Play,perfect app
I like it.,5,2025-04-07,CBE,Google Play,like
bugs,3,2025-04-07,CBE,Google Play,bug
commerial Bank,5,2025-04-06,CBE,Google Play,commerial bank
Genat biru,2,2025-04-06,CBE,Google Play,genat biru
🙏,5,2025-04-06,CBE,Google Play,
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,good doesnt allow screen shot
the best one,5,2025-04-06,CBE,Google Play,best one
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,need copy many thing bank apps like amoledashen
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,bring back screenshot feature
Good!👍,3,2025-04-05,CBE,Google Play,good
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,best app experience smooth transaction among customer
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,nice app suitable use weak side need data connection hoping fixed offline gave rate
easy to use,5,2025-04-05,CBE,Google Play,easy use
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,good job cbe team mobile app designed way thats simple intuitive navigate great everyone effectively handle essential banking task need perform regularly practical reliable tool make everyday banking much convenient thank useful application
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,በጣም ምርጥ screenshot ማረግ ቢቻል ምርጥ ነበር
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,smooth good time new update 2025 make screenshot recite even downlod button delayed putting recite gallery simple proof please fix unable show proof payment client thankyou
cool ❤,4,2025-04-04,CBE,Google Play,cool
Best app,5,2025-04-04,CBE,Google Play,best app
best banking App,4,2025-04-03,CBE,Google Play,best banking app
satisfied,5,2025-04-03,CBE,Google Play,satisfied
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,app necessary app many people found
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,cbe active bank using cbe app satisfaction
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,made life alot easier cant even imagine make transaction person app crucial good app well done
perfect,5,2025-04-03,CBE,Google Play,perfect
thankyou,5,2025-04-02,CBE,Google Play,thankyou
I Like it,5,2025-04-02,CBE,Google Play,like
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,dont understand reason need disable developer option access app security risk hinder apps functionality go dev hope life filled inconvenience
smart app,5,2025-04-02,CBE,Google Play,smart app
isin ga'a,2,2025-04-02,CBE,Google Play,isin gaa
it's great,5,2025-04-02,CBE,Google Play,great
very good app and stars faction with work,5,2025-04-02,CBE,Google Play,good app star faction work
It is excelent,5,2025-04-01,CBE,Google Play,excelent
Smart,5,2025-04-01,CBE,Google Play,smart
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,በየወሩ አፕደት እየጠየቀኝ ለነገሩ ስሌለኝ ይሆናል ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል
very interesting app,5,2025-04-01,CBE,Google Play,interesting app
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,wowcbekeep
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,ጊዜን ቆጣቢ ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ፋይናንስ አፕልኬሽኖች ይለያል
Excellent🙏app,5,2025-04-01,CBE,Google Play,excellentapp
the most useful,5,2025-04-01,CBE,Google Play,useful
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play,satisfied app sure secure
Easy to use,5,2025-04-01,CBE,Google Play,easy use
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play,good sometimes nur cbe come without consent even choose locked appears
Excellent !!!,5,2025-04-01,CBE,Google Play,excellent
always we relay on,5,2025-04-01,CBE,Google Play,always relay
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play,lucky thank cbe
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play,need improvement like tellbirr
goode app,5,2025-04-01,CBE,Google Play,goode app
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,nice app
safe easy & fast,5,2025-04-01,CBE,Google Play,safe easy fast
it's good app,5,2025-04-01,CBE,Google Play,good app
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,veary useful app screen shout impossible solve problem
ጥሩ ነው,5,2025-04-01,CBE,Google Play,
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play,እጅግ በጣም
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,በጣም ሃሪፍ በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል አይቀንስም
suitable app,4,2025-04-01,CBE,Google Play,suitable app
