review,rating,date,bank,source,clean_review,textblob_polarity,textblob_subjectivity,textblob_sentiment,distilbert_score,distilbert_sentiment
Tnc Cbe,5,2025-04-01,CBE,Google Play,tnc cbe,0.0,0.0,neutral,0.9070308804512024,positive
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,good app integrate cbe cbe birr allow cardless withdrawal directly accout,0.39999999999999997,0.5,positive,0.95685213804245,positive
great apps,5,2025-03-31,CBE,Google Play,great apps,0.8,0.75,positive,0.9998534917831421,positive
Excellent,5,2025-03-31,CBE,Google Play,excellent,1.0,1.0,positive,0.9998434782028198,positive
Great app!,4,2025-03-31,CBE,Google Play,great app,0.8,0.75,positive,0.999821126461029,positive
CBE,5,2025-03-31,CBE,Google Play,cbe,0.0,0.0,neutral,0.9966009855270386,positive
very good 👍 👏,5,2025-03-31,CBE,Google Play,good,0.7,0.6000000000000001,positive,0.9998161196708679,positive
great when it works,5,2025-03-31,CBE,Google Play,great work,0.8,0.75,positive,0.9998679161071777,positive
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,app good screenshots impossible,0.016666666666666663,0.8,positive,0.9857288599014282,positive
excellent match application,5,2025-03-31,CBE,Google Play,excellent match application,1.0,1.0,positive,0.9998453855514526,positive
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,best app,1.0,0.3,positive,0.999686598777771,positive
excellent app,5,2025-03-31,CBE,Google Play,excellent app,1.0,1.0,positive,0.9998356103897095,positive
easy to use and user friendly,5,2025-03-31,CBE,Google Play,easy use user friendly,0.4041666666666667,0.6666666666666667,positive,0.9000470042228699,positive
very nice,5,2025-03-31,CBE,Google Play,nice,0.6,1.0,positive,0.9998552799224854,positive
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,አሪፍ በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,0.0,0.0,neutral,0.9046952724456787,negative
well software,5,2025-03-31,CBE,Google Play,well software,0.0,0.0,neutral,0.999262273311615,positive
it's not working,3,2025-06-05,BOA,Google Play,working,0.0,0.0,neutral,0.9987824559211731,positive
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,hello facing problem boa mobile app every time enter phone number password app crash show error say boamobile closed app bug tried updating reinstalling clearing cache nothing worked please fix bug next update really need access account thank,0.03333333333333333,0.10000000000000002,positive,0.9982823133468628,negative
exceptional,5,2025-06-03,BOA,Google Play,exceptional,0.6666666666666666,1.0,positive,0.9998514652252197,positive
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,boa mobile good bank,0.7,0.6000000000000001,positive,0.9984728693962097,positive
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,worest app 247 loading,0.0,0.0,neutral,0.9799233078956604,negative
This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play,app interest android phone please update,0.0,0.0,neutral,0.8080635666847229,positive
BoA system is confartable,5,2025-06-01,BOA,Google Play,boa system confartable,0.0,0.0,neutral,0.9988227486610413,negative
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,app waste time doesnt work cant even long really piss fix problem,-0.016666666666666663,0.20000000000000004,negative,0.9993240833282471,negative
Good service.,3,2025-05-25,BOA,Google Play,good service,0.7,0.6000000000000001,positive,0.9998499155044556,positive
the app crush frequently,1,2025-05-24,BOA,Google Play,app crush frequently,0.1,0.3,positive,0.9947291016578674,negative
You guys keeps getting worst,1,2025-05-22,BOA,Google Play,guy keep getting worst,-1.0,1.0,negative,0.9995694756507874,negative
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,app joke crash work take forever load half feature decorative point cant log cant transfer money cant even check balance without bugging developer actually trying make work kind social experiment test patience build sleep definitely look like idea functional app maybe consider different career path,0.07777777777777778,0.3888888888888889,positive,0.9981333613395691,negative
BoA,2,2025-05-20,BOA,Google Play,boa,0.0,0.0,neutral,0.7410542368888855,negative
but not opening on android,4,2025-05-19,BOA,Google Play,opening android,0.0,0.0,neutral,0.9979572296142578,positive
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,worst app ever totally unreliable didnt work last month,-0.3333333333333333,0.6055555555555555,negative,0.9997102618217468,negative
ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play,ሞላዬ ከበደ,0.0,0.0,neutral,0.7850590348243713,negative
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,app work samsung a51 give preview logo,0.0,0.0,neutral,0.9634434580802917,negative
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,entered incorrect security question mistake boa app lock pin forever option contacted different branch 4times didnt able solve issue,0.25,0.6125,positive,0.9990496039390564,negative
liking this application good 👍,5,2025-05-07,BOA,Google Play,liking application good,0.7,0.6000000000000001,positive,0.999813973903656,positive
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,app future good problem apps reset activate difficult even branch staff take long time active branch plus time high expected failure activation process counter otp sent work,-0.030000000000000002,0.495625,negative,0.9962629675865173,negative
it's really good 👍,5,2025-04-23,BOA,Google Play,really good,0.7,0.6000000000000001,positive,0.9998512268066406,positive
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,bad app stuck open noting work,-0.3499999999999999,0.5833333333333333,negative,0.9979286193847656,negative
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,app isnt working asked password start loading doesnt open,0.0,0.5,neutral,0.9988631010055542,negative
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play,keep showing pop turn developer option even tho turn make work horrible experience need fix asap plus kinda slow,-0.65,0.7,negative,0.9996086955070496,negative
yideg,1,2025-04-18,BOA,Google Play,yideg,0.0,0.0,neutral,0.7675821781158447,negative
አይከፍትም እኮ,1,2025-04-17,BOA,Google Play,አይከፍትም,0.0,0.0,neutral,0.6970565915107727,negative
great boa,5,2025-04-10,BOA,Google Play,great boa,0.8,0.75,positive,0.9992689490318298,positive
boa of mobile backing,5,2025-04-09,BOA,Google Play,boa mobile backing,0.0,0.0,neutral,0.7506159543991089,negative
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,faster bank abissinya,0.0,0.0,neutral,0.8001832962036133,negative
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,would given lower possible crush much take bank long fix bug,0.05000000000000001,0.5333333333333333,positive,0.9983495473861694,negative
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,doesnt workso frustrating,-0.4,0.9,negative,0.9843235611915588,negative
like,5,2025-04-06,BOA,Google Play,like,0.0,0.0,neutral,0.9910564422607422,positive
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,work correctly must update,0.0,0.0,neutral,0.9969622492790222,positive
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,app get considerable improvement like language scanner unlimited transfer survice boa please alot fastness convenient login making transaction,0.1,0.45,positive,0.6050258278846741,positive
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,typed password say successfully logged go back first page,0.3333333333333333,0.42777777777777776,positive,0.7724287509918213,negative
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,good dont update enough dont add new thing,0.27878787878787875,0.5181818181818182,positive,0.9879945516586304,positive
thank you,5,2025-04-02,BOA,Google Play,thank,0.0,0.0,neutral,0.9998283386230469,positive
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play,doesnt work period slowest mobile banking ever would rather use 815,0.0,0.0,neutral,0.989297091960907,negative
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,activated application allowed sign automatically turn phone,0.0,0.0,neutral,0.6235966086387634,positive
good application,5,2025-03-30,BOA,Google Play,good application,0.7,0.6000000000000001,positive,0.999854564666748,positive
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,version working cannot even buy card cannot send money,0.0,0.0,neutral,0.9978289008140564,negative
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,cant actively initialization say incorrect otp getting exact otp,0.058333333333333334,0.425,positive,0.996845543384552,negative
always problematic hardly works,1,2025-03-26,BOA,Google Play,always problematic hardly work,-0.2916666666666667,0.5416666666666666,negative,0.9988321661949158,negative
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,considering fact bank huge app really bad could better,0.06666666666666671,0.6888888888888888,positive,0.9996351003646851,negative
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,worst app bank ever ashamed scammer,-1.0,1.0,negative,0.9997362494468689,negative
great BoA,5,2025-03-22,BOA,Google Play,great boa,0.8,0.75,positive,0.9992689490318298,positive
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,went bank many time couldnt make transaction see balance nothing else point mobile banking cant make transaction please work,0.5,0.5,positive,0.9944409728050232,negative
there is no speed,1,2025-03-19,BOA,Google Play,speed,0.0,0.0,neutral,0.9994010925292969,positive
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,anyone want download dont,0.0,0.0,neutral,0.9938371777534485,negative
wonderful,5,2025-03-19,BOA,Google Play,wonderful,1.0,1.0,positive,0.9998772144317627,positive
all worck,5,2025-03-19,BOA,Google Play,worck,0.0,0.0,neutral,0.9761180281639099,negative
Loved it,5,2025-03-14,BOA,Google Play,loved,0.7,0.8,positive,0.999881386756897,positive
Wow,1,2025-03-14,BOA,Google Play,wow,0.1,1.0,positive,0.999592125415802,positive
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,edit new bug app letting type otp code shameful app allow use developer option yall consider might perhaps actual developer expected toggle option bank restarting phone message labled somthing smoothen experience like security consultant thing implement app please invest actual security mess,-0.02772727272727273,0.24590909090909094,negative,0.9993878602981567,negative
Improved to be the best,5,2025-03-11,BOA,Google Play,improved best,1.0,0.3,positive,0.9998138546943665,positive
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,decent problem sometimes say error transfer money infact transferred bug transferred time instead also cant transfer money others telebirr acc self boe dev fix,0.16666666666666666,0.6666666666666666,positive,0.9973909854888916,negative
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,boa greqt ethiopian bank,0.0,0.0,neutral,0.6850442886352539,negative
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,bug still therethe app crash every time try log especially old phone like galaxy a32,0.2,0.4,positive,0.9992225170135498,negative
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,almost better compared cbe qualified,0.5,0.5,positive,0.9933852553367615,positive
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,awesome apps simple use much important apps,0.4666666666666666,0.7857142857142857,positive,0.9997594952583313,positive
Wonderfull app,5,2025-03-08,BOA,Google Play,wonderfull app,0.0,0.0,neutral,0.9998815059661865,positive
i can't use this app why?,5,2025-03-07,BOA,Google Play,cant use app,0.0,0.0,neutral,0.971189558506012,positive
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,worst mobile banking app ever experienced blaming apps comparing theyre much better clash take much longer time login loading short complete trash,0.09999999999999999,0.5499999999999999,positive,0.9997883439064026,negative
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,bro worst app made human kind software engineer make sad seeing enterprise big boa make apps like disgrace country,-0.18,0.62,negative,0.9994205236434937,negative
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,aga girja miss language admin afaan oromo itoophiyaa language,0.0,0.0,neutral,0.9945663213729858,negative
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,downloaded app first time reading customer review soon installed opened app close back automatically unserious bank uninstalled app immediately,0.125,0.16666666666666666,positive,0.9907559752464294,negative
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,good feature sometimes doesnt work0,0.7,0.6000000000000001,positive,0.880649209022522,negative
Very poor proformance,1,2025-03-01,BOA,Google Play,poor proformance,-0.4,0.6,negative,0.9997919201850891,negative
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,opening really frustrating,-0.4,0.9,negative,0.9983893632888794,negative
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,verry amazing app,0.6000000000000001,0.9,positive,0.9998250603675842,positive
Not working on this days,1,2025-02-26,BOA,Google Play,working day,0.0,0.0,neutral,0.9877647757530212,positive
Thank you BoA,5,2025-02-23,BOA,Google Play,thank boa,0.0,0.0,neutral,0.9998200535774231,positive
best banking app in the wworld,5,2025-02-22,BOA,Google Play,best banking app wworld,1.0,0.3,positive,0.9995890259742737,positive
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,nice app easy use,0.5166666666666666,0.9166666666666667,positive,0.9993615746498108,positive
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,please add language apps settingamharic afan oromo tigniyaand others sometimes bank bank transfer available time even available reachableit serious issue,0.15555555555555559,0.48888888888888893,positive,0.9907039999961853,negative
This is help full i like ittttt,5,2025-02-14,BOA,Google Play,help full like ittttt,0.35,0.55,positive,0.9263750910758972,positive
The is not functional at all?,2,2025-02-12,BOA,Google Play,functional,0.0,0.0,neutral,0.9993332028388977,positive
Best bank,5,2025-02-08,BOA,Google Play,best bank,1.0,0.3,positive,0.9997438788414001,positive
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,make easy convienient use perfect high prefrence choice,0.5311111111111111,0.7911111111111112,positive,0.9919643402099609,positive
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,Google Play,using app two yearsit amazing,0.6000000000000001,0.9,positive,0.9991425275802612,positive
Good 👍,5,2025-01-31,BOA,Google Play,good,0.7,0.6000000000000001,positive,0.9998161196708679,positive
Sad experience,1,2025-01-30,BOA,Google Play,sad experience,-0.5,1.0,negative,0.9990687966346741,negative
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,always update annoying,-0.8,0.9,negative,0.99937903881073,negative
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,best app somehow waiting minute,1.0,0.3,positive,0.9328502416610718,positive
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,cant dijitalize atm apollo app phone,0.0,0.0,neutral,0.9837754368782043,negative
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,whenever try sign app close please fixed,0.1,0.2,positive,0.9942448735237122,negative
Beter,5,2025-01-21,BOA,Google Play,beter,0.0,0.0,neutral,0.6771944165229797,positive
Boa,4,2025-01-18,BOA,Google Play,boa,0.0,0.0,neutral,0.7410542368888855,negative
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,በጣም የሚያስጠላ በጣም የወረደ የምሰጠው app slow ehhhh dont upgrade app always zero,-0.30000000000000004,0.39999999999999997,negative,0.9990217685699463,negative
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,aadan axmed barkhadle,0.0,0.0,neutral,0.6127519011497498,positive
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,horrible customer service app crash horrible,-1.0,1.0,negative,0.9997979998588562,negative
I love it,5,2025-01-14,BOA,Google Play,love,0.5,0.6,positive,0.9998735189437866,positive
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,keep asking turn developer mode even dev mode couldnt use,0.0,0.0,neutral,0.9945106506347656,negative
Good🙏,5,2025-01-12,BOA,Google Play,good,0.7,0.6000000000000001,positive,0.9998161196708679,positive
Like to much,5,2025-01-11,BOA,Google Play,like much,0.2,0.2,positive,0.999556839466095,positive
Thank you,5,2025-01-10,BOA,Google Play,thank,0.0,0.0,neutral,0.9998283386230469,positive
Perfect,5,2025-01-09,BOA,Google Play,perfect,1.0,1.0,positive,0.9998517036437988,positive
The best of best,5,2025-01-09,BOA,Google Play,best best,1.0,0.3,positive,0.9998223185539246,positive
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,using app long time amazing user friendly cant found get pin button app,0.30833333333333335,0.6,positive,0.9986018538475037,positive
Great 👍,5,2025-01-04,BOA,Google Play,great,0.8,0.75,positive,0.9998630285263062,positive
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,fast suitable customer,0.375,0.675,positive,0.9997313618659973,positive
Good app and helpful,5,2025-01-03,BOA,Google Play,good app helpful,0.7,0.6000000000000001,positive,0.9997825026512146,positive
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,give one star faced multiple problem app fast bank app like cbe app asks repeatedly switch developer option even switched bank abyssinia service interesting ignored issue app service customer gave complain app one accept complain fix issue lastly recommend app unless issue solved asap,0.175,0.2916666666666667,positive,0.9958153367042542,negative
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,assessing tell abyssinia bank idea mobile banking,0.0,0.0,neutral,0.9230318665504456,negative
It doesn't work at all.,2,2025-01-02,BOA,Google Play,doesnt work,0.0,0.0,neutral,0.9989099502563477,negative
this app is not available,1,2025-01-02,BOA,Google Play,app available,0.4,0.4,positive,0.9953263998031616,positive
Wow what amazing,5,2024-12-30,BOA,Google Play,wow amazing,0.35000000000000003,0.95,positive,0.9998724460601807,positive
love it,5,2024-12-30,BOA,Google Play,love,0.5,0.6,positive,0.9998735189437866,positive
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,በጣም መሻሻል አለበት ባንኩ ማይመጥን መተግበርያ,0.0,0.0,neutral,0.9046952724456787,negative
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,lemn embi yilal,0.0,0.0,neutral,0.8609251976013184,negative
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,useless app downgraded,-0.5,0.2,negative,0.9997947812080383,negative
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,letting access account whole point app gey access account without physically bank would give zero one suffice get point accross,0.1,0.27142857142857146,positive,0.9909530878067017,negative
Nice,5,2024-12-26,BOA,Google Play,nice,0.6,1.0,positive,0.9998552799224854,positive
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,going get rid real app work far worst mobile banking app,-0.2333333333333333,0.7666666666666666,negative,0.9997583031654358,negative
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,አይሰራም,0.0,0.0,neutral,0.6970565915107727,negative
Not that much bad,3,2024-12-22,BOA,Google Play,much bad,-0.6999999999999998,0.6666666666666666,negative,0.9998047947883606,negative
Fine,5,2024-12-21,BOA,Google Play,fine,0.4166666666666667,0.5,positive,0.9998335838317871,positive
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,dirtiest application ever seen,0.0,0.0,neutral,0.9929673671722412,negative
Nic ap,5,2024-12-19,BOA,Google Play,nic,0.0,0.0,neutral,0.9977141618728638,positive
The forest app ever,1,2024-12-19,BOA,Google Play,forest app ever,0.0,0.0,neutral,0.9739094376564026,positive
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,love boa anyone cursed comed mobile banking even though ine hetter still scks ask turn developer option wise wont work use cbe awash birr tekebirr dashen bank others non asked boa please improve mobile banking competitive,0.6,0.75,positive,0.9430457353591919,negative
Bank of abissena,1,2024-12-17,BOA,Google Play,bank abissena,0.0,0.0,neutral,0.8258541822433472,positive
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,easy sooo simple use also easy stole someone money using app,0.2888888888888889,0.6746031746031745,positive,0.9966411590576172,negative
GOOD,5,2024-12-15,BOA,Google Play,good,0.7,0.6000000000000001,positive,0.9998161196708679,positive
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,worst banking app ever never work,-1.0,1.0,negative,0.9997935891151428,negative
Poorly functioning app,3,2024-12-13,BOA,Google Play,poorly functioning app,-0.4,0.6,negative,0.999775230884552,negative
Very nice,5,2024-12-13,BOA,Google Play,nice,0.6,1.0,positive,0.9998552799224854,positive
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,system worst better,-0.25,0.75,negative,0.9997925162315369,negative
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,since guy started giving mobile app service still couldnt get work sure know doesnt work already sure youre lazy incompetent fix losing business complacency consequence,0.1,0.7861111111111111,positive,0.999294638633728,negative
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,best app many feature awesome work without need turn developer option tired constantly switch developer option ive expressing struggle precious setting enabled developer option open app boa app turn please help abyssinia bank hope provide update soon,0.37142857142857144,0.6190476190476192,positive,0.996959924697876,positive
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,giving app one star option experience incredibly frustrating due extremely long loading time app even close automatically time people choose mobile banking convenience app far timeconsuming making worst ive used hope improvement made enhance user experience,-0.29500000000000004,0.735,negative,0.9994139671325684,negative
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,unprofessional mischievous bank opinion several occasion recently used abyssinia card withdraw money deducted account despite reporting several time said processing learned yesterday since month bank decided include income absurd avoid bank,-0.125,0.3125,negative,0.9922897219657898,negative
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,doesnt work device a05 a34,0.0,0.0,neutral,0.9992389678955078,negative
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,BOA,Google Play,better say dont use boa rather pulling phone opening app,0.5,0.5,positive,0.99660325050354,negative
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,attention important difficult time,-0.04999999999999999,1.0,negative,0.9522916078567505,negative
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,worst experience using mobile application year time fails login automatically closed app also take much loading time minute trying access internal service sometimes also transferring within bank also fails boa please fix app,-0.3166666666666667,0.3166666666666667,negative,0.999578058719635,negative
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,dont know apps start great sudden dont work,0.4,0.625,positive,0.9975186586380005,negative
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,application losing major faction daily basis count many time used app completely useless disappointing going use time need dont see point,-0.1075,0.38,negative,0.9993869066238403,negative
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,exellent digital transaction money,0.0,0.0,neutral,0.9978858828544617,negative
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,latest update stopped android phone open app never work properly since started using,0.16666666666666666,0.5,positive,0.9994025230407715,negative
Great,5,2024-11-25,BOA,Google Play,great,0.8,0.75,positive,0.9998630285263062,positive
👏👏👏,5,2024-11-24,BOA,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
Money,5,2024-11-24,BOA,Google Play,money,0.0,0.0,neutral,0.9659326076507568,positive
It needs more improvment,2,2024-11-24,BOA,Google Play,need improvment,0.0,0.0,neutral,0.9674727320671082,negative
Hey Google,5,2024-11-21,BOA,Google Play,hey google,0.0,0.0,neutral,0.9950044751167297,positive
ab,3,2024-11-20,BOA,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
Ademtahir,5,2024-11-20,BOA,Google Play,ademtahir,0.0,0.0,neutral,0.9930111765861511,positive
✌️✌️,5,2024-11-20,BOA,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
Please this app on my android phone,3,2024-11-20,BOA,Google Play,please app android phone,0.0,0.0,neutral,0.9795334339141846,positive
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,goat,0.0,0.0,neutral,0.9739651679992676,negative
